http://dbpedia.org/resource/Francesco_Acerbi
[Start]/[End];2006[NA, NA, 1];2007[NA, NA, 1];2008[NA, NA, 1];2010[NA, NA, 1];2011[NA, NA, 1];
1953-01-03[start, activeyearsdate, 1];[X];[X];[X];[X];[X];[X];[X];[X];[1];[X];[X];[X];[1];[X];[X];[X];[1];[X];[1];[X];[X];[X];[X];[1];[X];[X];[X];[X];
1953-01-03[start, term, 1];[X];[X];[X];[X];[X];[X];[X];[X];[X];[1];[X];[1];[X];[X];[X];[1];[X];[X];[X];[1];[X];[X];[1];[X];[X];[X];[X];[X];
1955[NA, NA, 1];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[1];[X];[X];[1];[1];[X];[X];[1];[X];[X];[1];[1];[X];[X];[1];[1];[X];[X];
1955-01-03[start, term, 1];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[1];[X];[X];[X];[1];[X];[X];[X];[1];[X];[X];[1];[X];[X];[X];[X];[X];
1955-01-03[start, activeyearsdate, 1];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[1];[X];[X];[X];[1];[X];[1];[X];[X];[X];[X];[1];[X];[X];[X];[X];
1960[NA, NA, 1];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[1];[1];[X];[X];[1];[X];[X];[1];[1];[X];[X];[1];[1];[X];[X];
1961[NA, NA, 1];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[1];[X];[X];[1];[X];[X];[1];[1];[X];[X];[1];[1];[X];[X];
1961-01-20[start, activeyearsdate, 1];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[1];[X];[X];[X];[X];[1];[X];[X];[X];[X];
1961-01-20[start, term, 1];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[1];[X];[X];[1];[X];[X];[X];[X];[X];
1963[NA, NA, 1];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[1];[X];[X];[1];[1];[X];[X];[1];[1];[X];[X];
1963-11-22[start, term, 1];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[1];[X];[X];[1];[X];[X];[X];[X];[X];
1963-11-22[start, activeyearsdate, 1];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[1];[X];[X];[X];[X];[1];[X];[X];[X];[X];
1964[NA, NA, 1];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[1];[1];[X];[X];[1];[1];[X];[X];
1967[NA, NA, 1];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[1];[X];[X];[1];[1];[X];[X];
1972[NA, NA, 1];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[1];[1];[X];[X];
1973[NA, NA, 1];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[1];[X];[X];
http://dbpedia.org/resource/Barack_Obama
[Start]/[End];2004-11-04[end, term, 1];2004-11-04[end, activeyearsdate, 1];2008-11-16[end, term, 1];2008-11-16[end, activeyearsdate, 1];
1961-08-04[start, date, 2];[X];[X];[X];[X];
1961-08-04[start, dateof, 1];[X];[X];[X];[X];
1997-01-08[start, term, 1];[1];[X];[1];[X];
1997-01-08[start, activeyearsdate, 1];[X];[1];[X];[1];
2005-01-03[start, term, 1];[X];[X];[1];[X];
2005-01-03[start, activeyearsdate, 1];[X];[X];[X];[1];
2009-01-20[start, term, 1];[X];[X];[X];[X];
2009-01-20[start, activeyearsdate, 1];[X];[X];[X];[X];
http://dbpedia.org/resource/Dwight_D._Eisenhower
[Start]/[End];1915[NA, NA, 1];1915-01-01[end, serviceyear, 1];1942[NA, NA, 1];1944[NA, NA, 1];1945[NA, NA, 1];1945-11-10[end, term, 1];1945-11-10[end, activeyearsdate, 1];1948[NA, NA, 1];1948-02-06[end, activeyearsdate, 1];1948-02-06[end, term, 1];1949[NA, NA, 1];1952[NA, NA, 1];1952-05-30[end, activeyearsdate, 1];1952-05-30[end, term, 1];19521956[NA, NA, 1];1953[NA, NA, 1];1953[end, term, 1];1959[NA, NA, 1];1961[NA, NA, 1];1961-01-20[end, term, 1];1961-01-20[end, activeyearsdate, 1];1969[NA, NA, 1];1969-03-28[end, date, 2];1969-03-28[end, dateof, 1];2013-01-23[NA, NA, 1];
1915[NA, NA, 1];[1];[X];[1];[1];[1];[X];[X];[1];[X];[X];[1];[1];[X];[X];[1];[1];[X];[1];[1];[X];[X];[1];[X];[X];[1];
1915-01-01[start, serviceyear, 1];[X];[1];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];[X];
1942[NA, NA, 1];[X];[X];[1];[1];[1];[X];[X];[1];[X];[X];[1];[1];[X];[X];[1];[1];[X];[1];[1];[X];[X];[1];[X];[X];[1];
