http://dbpedia.org/resource/Cristiano_Ronaldo,/soccer/football_player/statistics/from,2009
http://dbpedia.org/resource/Cristiano_Ronaldo,/soccer/football_player/statistics/from,2003
http://dbpedia.org/resource/Cristiano_Ronaldo,/soccer/football_player/statistics/from,2003
http://dbpedia.org/resource/Cristiano_Ronaldo,/soccer/football_player/statistics/to,2009
http://dbpedia.org/resource/Cristiano_Ronaldo,/soccer/football_player/statistics/from,2002
http://dbpedia.org/resource/Cristiano_Ronaldo,/soccer/football_player/statistics/to,2003
http://dbpedia.org/resource/Cristiano_Ronaldo,/people/person/date_of_birth,1985
http://dbpedia.org/resource/Cristiano_Ronaldo,/sports/pro_athlete/teams/from,2009
http://dbpedia.org/resource/Cristiano_Ronaldo,/sports/pro_athlete/teams/from,2003
http://dbpedia.org/resource/Cristiano_Ronaldo,/sports/pro_athlete/teams/from,2003
http://dbpedia.org/resource/Cristiano_Ronaldo,/sports/pro_athlete/teams/to,2009
http://dbpedia.org/resource/Cristiano_Ronaldo,/sports/pro_athlete/teams/from,2002
http://dbpedia.org/resource/Cristiano_Ronaldo,/sports/pro_athlete/teams/to,2003
http://dbpedia.org/resource/Cristiano_Ronaldo,/sports/pro_athlete/sports_played_professionally/career_start,2002
http://dbpedia.org/resource/Lionel_Messi,/soccer/football_player/statistics/from,2004
http://dbpedia.org/resource/Lionel_Messi,/soccer/football_player/statistics/from,2005
http://dbpedia.org/resource/Lionel_Messi,/soccer/football_player/statistics/from,2003
http://dbpedia.org/resource/Lionel_Messi,/soccer/football_player/statistics/to,2004
http://dbpedia.org/resource/Lionel_Messi,/soccer/football_player/statistics/from,2004
http://dbpedia.org/resource/Lionel_Messi,/soccer/football_player/statistics/to,2005
http://dbpedia.org/resource/Lionel_Messi,/people/person/date_of_birth,1987
http://dbpedia.org/resource/Lionel_Messi,/sports/pro_athlete/teams/from,2004
http://dbpedia.org/resource/Lionel_Messi,/sports/pro_athlete/teams/from,2005
http://dbpedia.org/resource/Lionel_Messi,/sports/pro_athlete/teams/from,2003
http://dbpedia.org/resource/Lionel_Messi,/sports/pro_athlete/teams/to,2004
http://dbpedia.org/resource/Lionel_Messi,/sports/pro_athlete/teams/from,2004
http://dbpedia.org/resource/Lionel_Messi,/sports/pro_athlete/teams/to,2005
http://dbpedia.org/resource/Lionel_Messi,/sports/pro_athlete/sports_played_professionally/career_start,2003
http://dbpedia.org/resource/Eden_Hazard,/soccer/football_player/statistics/from,2008
http://dbpedia.org/resource/Eden_Hazard,/soccer/football_player/statistics/from,2007
http://dbpedia.org/resource/Eden_Hazard,/soccer/football_player/statistics/to,2012
http://dbpedia.org/resource/Eden_Hazard,/soccer/football_player/statistics/from,2012
http://dbpedia.org/resource/Eden_Hazard,/soccer/football_player/statistics/from,2006
http://dbpedia.org/resource/Eden_Hazard,/soccer/football_player/statistics/to,2008
http://dbpedia.org/resource/Eden_Hazard,/soccer/football_player/statistics/from,2007
http://dbpedia.org/resource/Eden_Hazard,/soccer/football_player/statistics/to,2009
http://dbpedia.org/resource/Eden_Hazard,/soccer/football_player/statistics/from,2003
http://dbpedia.org/resource/Eden_Hazard,/soccer/football_player/statistics/to,2005
http://dbpedia.org/resource/Eden_Hazard,/people/person/date_of_birth,1991
http://dbpedia.org/resource/Eden_Hazard,/people/person/spouse_s/from,2012
http://dbpedia.org/resource/Eden_Hazard,/sports/pro_athlete/teams/from,2008
http://dbpedia.org/resource/Eden_Hazard,/sports/pro_athlete/teams/from,2007
http://dbpedia.org/resource/Eden_Hazard,/sports/pro_athlete/teams/to,2012
http://dbpedia.org/resource/Eden_Hazard,/sports/pro_athlete/teams/from,2012
http://dbpedia.org/resource/Eden_Hazard,/sports/pro_athlete/teams/from,2006
http://dbpedia.org/resource/Eden_Hazard,/sports/pro_athlete/teams/to,2008
http://dbpedia.org/resource/Eden_Hazard,/sports/pro_athlete/teams/from,2007
http://dbpedia.org/resource/Eden_Hazard,/sports/pro_athlete/teams/to,2009
http://dbpedia.org/resource/Eden_Hazard,/sports/pro_athlete/sports_played_professionally/career_start,2007
http://dbpedia.org/resource/Karim_Benzema,/soccer/football_player/statistics/from,2004
http://dbpedia.org/resource/Karim_Benzema,/soccer/football_player/statistics/to,2009
http://dbpedia.org/resource/Karim_Benzema,/soccer/football_player/statistics/from,2007
http://dbpedia.org/resource/Karim_Benzema,/soccer/football_player/statistics/from,2009
http://dbpedia.org/resource/Karim_Benzema,/people/person/date_of_birth,1987
http://dbpedia.org/resource/Karim_Benzema,/sports/pro_athlete/teams/from,2004
http://dbpedia.org/resource/Karim_Benzema,/sports/pro_athlete/teams/to,2009
http://dbpedia.org/resource/Karim_Benzema,/sports/pro_athlete/teams/from,2007
http://dbpedia.org/resource/Karim_Benzema,/sports/pro_athlete/teams/from,2009
http://dbpedia.org/resource/Karim_Benzema,/sports/pro_athlete/sports_played_professionally/career_start,2004
http://dbpedia.org/resource/Wayne_Rooney,/soccer/football_player/statistics/from,2004
http://dbpedia.org/resource/Wayne_Rooney,/soccer/football_player/statistics/from,2003
http://dbpedia.org/resource/Wayne_Rooney,/soccer/football_player/statistics/from,2002
http://dbpedia.org/resource/Wayne_Rooney,/soccer/football_player/statistics/to,2004
http://dbpedia.org/resource/Wayne_Rooney,/people/person/date_of_birth,1985
http://dbpedia.org/resource/Wayne_Rooney,/people/person/spouse_s/from,2008
http://dbpedia.org/resource/Wayne_Rooney,/sports/pro_athlete/teams/from,2004
http://dbpedia.org/resource/Wayne_Rooney,/sports/pro_athlete/teams/from,2003
http://dbpedia.org/resource/Wayne_Rooney,/sports/pro_athlete/teams/from,2002
http://dbpedia.org/resource/Wayne_Rooney,/sports/pro_athlete/teams/to,2004
http://dbpedia.org/resource/Wayne_Rooney,/sports/pro_athlete/sports_played_professionally/career_start,2002
http://dbpedia.org/resource/Samir_Nasri,/soccer/football_player/statistics/from,2008
http://dbpedia.org/resource/Samir_Nasri,/soccer/football_player/statistics/to,2011
http://dbpedia.org/resource/Samir_Nasri,/soccer/football_player/statistics/from,2007
http://dbpedia.org/resource/Samir_Nasri,/soccer/football_player/statistics/from,2011
http://dbpedia.org/resource/Samir_Nasri,/soccer/football_player/statistics/from,2004
http://dbpedia.org/resource/Samir_Nasri,/soccer/football_player/statistics/to,2008
http://dbpedia.org/resource/Samir_Nasri,/people/person/date_of_birth,1987
http://dbpedia.org/resource/Samir_Nasri,/sports/pro_athlete/teams/from,2008
http://dbpedia.org/resource/Samir_Nasri,/sports/pro_athlete/teams/to,2011
http://dbpedia.org/resource/Samir_Nasri,/sports/pro_athlete/teams/from,2007
http://dbpedia.org/resource/Samir_Nasri,/sports/pro_athlete/teams/from,2011
http://dbpedia.org/resource/Samir_Nasri,/sports/pro_athlete/teams/from,2004
http://dbpedia.org/resource/Samir_Nasri,/sports/pro_athlete/teams/to,2008
http://dbpedia.org/resource/Samir_Nasri,/sports/pro_athlete/sports_played_professionally/career_start,2004
http://dbpedia.org/resource/Robin_van_Persie,/soccer/football_player/statistics/from,2004
http://dbpedia.org/resource/Robin_van_Persie,/soccer/football_player/statistics/to,2012
http://dbpedia.org/resource/Robin_van_Persie,/soccer/football_player/statistics/from,2001
http://dbpedia.org/resource/Robin_van_Persie,/soccer/football_player/statistics/to,2004
http://dbpedia.org/resource/Robin_van_Persie,/soccer/football_player/statistics/from,2005
http://dbpedia.org/resource/Robin_van_Persie,/soccer/football_player/statistics/from,2012
http://dbpedia.org/resource/Robin_van_Persie,/soccer/football_player/statistics/from,2000
http://dbpedia.org/resource/Robin_van_Persie,/soccer/football_player/statistics/to,2000
http://dbpedia.org/resource/Robin_van_Persie,/soccer/football_player/statistics/from,2001
http://dbpedia.org/resource/Robin_van_Persie,/soccer/football_player/statistics/to,2001
http://dbpedia.org/resource/Robin_van_Persie,/soccer/football_player/statistics/from,2002
http://dbpedia.org/resource/Robin_van_Persie,/soccer/football_player/statistics/to,2005
http://dbpedia.org/resource/Robin_van_Persie,/people/person/date_of_birth,1983
http://dbpedia.org/resource/Robin_van_Persie,/people/person/spouse_s/from,2004
http://dbpedia.org/resource/Robin_van_Persie,/sports/pro_athlete/teams/from,2004
